video_id,video_title,question,timestamp,seconds
sMYyRhg7OsM,"Live - Zapytaj Żyda - Pesach - święto wolności, macy i duzej ilosci wina!",Spotkanie na ZOOM.,15:20,920
sMYyRhg7OsM,"Live - Zapytaj Żyda - Pesach - święto wolności, macy i duzej ilosci wina!",Święto Pejsach.,16:45,1005
sMYyRhg7OsM,"Live - Zapytaj Żyda - Pesach - święto wolności, macy i duzej ilosci wina!",Spotkanie na ZOOM.,1:15:30,4530
sMYyRhg7OsM,"Live - Zapytaj Żyda - Pesach - święto wolności, macy i duzej ilosci wina!",​​Każdy z nas wychodzi ze swojego Egiptu.,1:17:25,4645
sMYyRhg7OsM,"Live - Zapytaj Żyda - Pesach - święto wolności, macy i duzej ilosci wina!",Pytajcie o judaizm.,1:18:23,4703
sMYyRhg7OsM,"Live - Zapytaj Żyda - Pesach - święto wolności, macy i duzej ilosci wina!",Ocenianie człowieka?,1:19:25,4765
sMYyRhg7OsM,"Live - Zapytaj Żyda - Pesach - święto wolności, macy i duzej ilosci wina!",​​Czy dzieci uczą się religii tylko w domu?,1:19:55,4795
sMYyRhg7OsM,"Live - Zapytaj Żyda - Pesach - święto wolności, macy i duzej ilosci wina!",​​Czy w obchodach święta Pejsach mogą brać udział osoby nie-żydowskie?,1:20:10,4810
sMYyRhg7OsM,"Live - Zapytaj Żyda - Pesach - święto wolności, macy i duzej ilosci wina!","Chciałbym się bardziej dowiedzieć o co chodzi z tym co powiedziałeś, że muzułmanie wierzą w tego samego Boga co żydzi a chrześcijanie już nie, na czym polega różnica?",1:22:10,4930
sMYyRhg7OsM,"Live - Zapytaj Żyda - Pesach - święto wolności, macy i duzej ilosci wina!",Co uważasz o Izajaszu rozdział 53?,1:23:26,5006
sMYyRhg7OsM,"Live - Zapytaj Żyda - Pesach - święto wolności, macy i duzej ilosci wina!",Czy hagadę czytasz w języku krajowym czy po hebrajsku?,1:26:24,5184
sMYyRhg7OsM,"Live - Zapytaj Żyda - Pesach - święto wolności, macy i duzej ilosci wina!",Czy poza Pejsach są też inne święta w których nie-żydzi raczej nie powinni uczestniczyć?,1:27:53,5273
sMYyRhg7OsM,"Live - Zapytaj Żyda - Pesach - święto wolności, macy i duzej ilosci wina!","Czy są różne talit katan, czy cicit jest każdy taki sam na każdym?",1:28:49,5329
sMYyRhg7OsM,"Live - Zapytaj Żyda - Pesach - święto wolności, macy i duzej ilosci wina!",Dlaczego na Pejsach nie można używać tych samych rzeczy co na Szabes?,1:29:54,5394
sMYyRhg7OsM,"Live - Zapytaj Żyda - Pesach - święto wolności, macy i duzej ilosci wina!","​​Jak to jest z weganami? Czy dozwolone jest zastąpienie produktów odzwierzęcych w rytuałach żydowskich, czyli przykładowo w przypadku Pesach jajka i kości?",1:30:28,5428
sMYyRhg7OsM,"Live - Zapytaj Żyda - Pesach - święto wolności, macy i duzej ilosci wina!","Jakie są najczęstsze spory religijne, słabo regulowane przez Tojra?",1:31:03,5463
sMYyRhg7OsM,"Live - Zapytaj Żyda - Pesach - święto wolności, macy i duzej ilosci wina!","""Lew"" czy ""przebili"" w psalmie 22?",1:31:27,5487
sMYyRhg7OsM,"Live - Zapytaj Żyda - Pesach - święto wolności, macy i duzej ilosci wina!","Zachariasz syn Barachiasza, czy Zachariasz syn Jojady?",1:31:43,5503
sMYyRhg7OsM,"Live - Zapytaj Żyda - Pesach - święto wolności, macy i duzej ilosci wina!",Wspieranie kanału. (filmy dla wspierających),1:33:20,5600
BCGRRrumOqM,PURIM - Zniszczyć najeźdźców! Slava Ukraini! Spotkanie Live Zapytaj Żyda Q&A,Eliyahu na wizji. (ale posłuchać warto od początku),5:30,330
BCGRRrumOqM,PURIM - Zniszczyć najeźdźców! Slava Ukraini! Spotkanie Live Zapytaj Żyda Q&A,Spotkanie na ZOOM.,6:50,410
BCGRRrumOqM,PURIM - Zniszczyć najeźdźców! Slava Ukraini! Spotkanie Live Zapytaj Żyda Q&A,Nie pytajcie o politykę i życie prywatne.,7:45,465
BCGRRrumOqM,PURIM - Zniszczyć najeźdźców! Slava Ukraini! Spotkanie Live Zapytaj Żyda Q&A,Święto Purim.,9:25,565
BCGRRrumOqM,PURIM - Zniszczyć najeźdźców! Slava Ukraini! Spotkanie Live Zapytaj Żyda Q&A,Haman - potomek Ameleka. (Kim są współcześni Amalekici),23:30,1410
BCGRRrumOqM,PURIM - Zniszczyć najeźdźców! Slava Ukraini! Spotkanie Live Zapytaj Żyda Q&A,Podcasty o święcie Purim.,30:00,1800
BCGRRrumOqM,PURIM - Zniszczyć najeźdźców! Slava Ukraini! Spotkanie Live Zapytaj Żyda Q&A,Tradycje święta Purim.,31:05,1865
BCGRRrumOqM,PURIM - Zniszczyć najeźdźców! Slava Ukraini! Spotkanie Live Zapytaj Żyda Q&A,Spotkanie na ZOOM.,36:00,2160
BCGRRrumOqM,PURIM - Zniszczyć najeźdźców! Slava Ukraini! Spotkanie Live Zapytaj Żyda Q&A,Skąd jesteście?,38:15,2295
BCGRRrumOqM,PURIM - Zniszczyć najeźdźców! Slava Ukraini! Spotkanie Live Zapytaj Żyda Q&A,"Co jest dalej na wschód od Litwaków (Żydzi w Białorusi, Ukrainie)?",42:31,2551
BCGRRrumOqM,PURIM - Zniszczyć najeźdźców! Slava Ukraini! Spotkanie Live Zapytaj Żyda Q&A,Czy przeciętny wyznawca judaizmu wie więcej o swojej religii niż przeciętny chrześcijanin?,44:56,2696
BCGRRrumOqM,PURIM - Zniszczyć najeźdźców! Slava Ukraini! Spotkanie Live Zapytaj Żyda Q&A,"Czy w judaizmie praktykuje się publiczne wspólne modlitwy np. o zdrowie, pokój na świecie itp.?",47:33,2853
BCGRRrumOqM,PURIM - Zniszczyć najeźdźców! Slava Ukraini! Spotkanie Live Zapytaj Żyda Q&A,"Ahaszwerosz jest w tej historii złą postacią, czy raczej kimś pod wpływem złego Hamana?",49:18,2958
BCGRRrumOqM,PURIM - Zniszczyć najeźdźców! Slava Ukraini! Spotkanie Live Zapytaj Żyda Q&A,Studiowanie judaizmu przez mężczyzn i przez kobiety?,50:57,3057
BCGRRrumOqM,PURIM - Zniszczyć najeźdźców! Slava Ukraini! Spotkanie Live Zapytaj Żyda Q&A,"Czemu Haman został tak pognębiony, nie faraon, który nie pozwalał wyjść Żydom do Ziemi obiecanej?",51:53,3113
BCGRRrumOqM,PURIM - Zniszczyć najeźdźców! Slava Ukraini! Spotkanie Live Zapytaj Żyda Q&A,​​Do czego nadaje się tłumaczenie Torah Izaaka Cylkowa?,52:32,3152
BCGRRrumOqM,PURIM - Zniszczyć najeźdźców! Slava Ukraini! Spotkanie Live Zapytaj Żyda Q&A,Pytanie o ocenę innej osoby?,55:20,3320
BCGRRrumOqM,PURIM - Zniszczyć najeźdźców! Slava Ukraini! Spotkanie Live Zapytaj Żyda Q&A,Czy jest jakiś sposób na pierwszy rzut oka odróżnić żonę chasyda od żony litwisza?,56:29,3389
BCGRRrumOqM,PURIM - Zniszczyć najeźdźców! Slava Ukraini! Spotkanie Live Zapytaj Żyda Q&A,Nowe filmy na kanale.,58:07,3487
BCGRRrumOqM,PURIM - Zniszczyć najeźdźców! Slava Ukraini! Spotkanie Live Zapytaj Żyda Q&A,Czy Żydzi mogą latać w kosmos?,1:00:55,3655
BCGRRrumOqM,PURIM - Zniszczyć najeźdźców! Slava Ukraini! Spotkanie Live Zapytaj Żyda Q&A,"Na wschód od ziem polskich, też mieszkali Żydzi aszkenazyjscy? (Żydzi aszkenazyjscy i Żydzi sefardyjscy). (Ja: Myślę, że termin „Aszkenaz” – żydowskiej nazwy średniowiecznych Niemiec, należy upatrywać w tym, że tereny te były postrzegane jako miejsce osiedlenia się potomków Askenaza, wnuka Jafeta.)",1:05:49,3949
BCGRRrumOqM,PURIM - Zniszczyć najeźdźców! Slava Ukraini! Spotkanie Live Zapytaj Żyda Q&A,Czym jest Sefaria?,1:08:45,4125
BCGRRrumOqM,PURIM - Zniszczyć najeźdźców! Slava Ukraini! Spotkanie Live Zapytaj Żyda Q&A,"Kim był ​​""Widzący z Lublina""?",1:09:45,4185
BCGRRrumOqM,PURIM - Zniszczyć najeźdźców! Slava Ukraini! Spotkanie Live Zapytaj Żyda Q&A,"W jaki sposób można uszanować pamięć przodków, którzy byli żydami?",1:12:06,4326
BCGRRrumOqM,PURIM - Zniszczyć najeźdźców! Slava Ukraini! Spotkanie Live Zapytaj Żyda Q&A,Czy Żyd może przewidywać przyszłość instrumentów finansowych na podstawie analizy czy statystyk?,1:13:50,4430
BCGRRrumOqM,PURIM - Zniszczyć najeźdźców! Slava Ukraini! Spotkanie Live Zapytaj Żyda Q&A,"Na Ukrainie ma powstać ""Nowa Jerozolima""? (fake news)",1:16:20,4580
BCGRRrumOqM,PURIM - Zniszczyć najeźdźców! Slava Ukraini! Spotkanie Live Zapytaj Żyda Q&A,Dlaczego nie wolno przynosić kwiatów na cmentarz żydowski?,1:17:59,4679
BCGRRrumOqM,PURIM - Zniszczyć najeźdźców! Slava Ukraini! Spotkanie Live Zapytaj Żyda Q&A,"​​Proszę o interpretację faktu, skąd tak duża popularność wody gazowanej oraz Coca-Coli wśród Żydów?",1:18:52,4732
BCGRRrumOqM,PURIM - Zniszczyć najeźdźców! Slava Ukraini! Spotkanie Live Zapytaj Żyda Q&A,Czy chasydzi mogą uprawiać sporty rekreacyjne?,1:22:39,4959
BCGRRrumOqM,PURIM - Zniszczyć najeźdźców! Slava Ukraini! Spotkanie Live Zapytaj Żyda Q&A,Co znaczą kamyki na żydowskich nagrobkach?,1:23:28,5008
BCGRRrumOqM,PURIM - Zniszczyć najeźdźców! Slava Ukraini! Spotkanie Live Zapytaj Żyda Q&A,​​Skoro kwiaty to symbol bałwochwalstwa to dlaczego dajecie je kobietom? Czy to też w takim przypadku nie jest złe?,1:24:55,5095
BCGRRrumOqM,PURIM - Zniszczyć najeźdźców! Slava Ukraini! Spotkanie Live Zapytaj Żyda Q&A,Spotkanie na ZOOM.,1:26:10,5170
BCGRRrumOqM,PURIM - Zniszczyć najeźdźców! Slava Ukraini! Spotkanie Live Zapytaj Żyda Q&A,Należy zniszczyć współczesnego Amaleka.,1:27:20,5240
